,Year,Plot,Ring,CO2_Treatment,Nitrogen_Treatment,CountOfSpecies,measured_species,measured_group,photo_rep,date,time,measurement_taken_at_growth_CO2,PAR,transpiration_rate,Amax_area_mol_CO2_m2_s1,tleaf,gs_mmol_m2_s1,A_gs_mmol_CO2_mol_H2O,SLA_cm2_g,assimilation_rate,portable_gas_exchange_system_used
1013,1998,354,6,Camb,Nenrich,16,Lupinus perennis,legume,2,7/30/1998,9:54 AM,other,2041,5.724,19.5,27.1,396.1,0.04916,167.9,326.9,Ciras-1
1014,1998,355,6,Camb,Namb,16,Achillea millefolium,forb,2,7/30/1998,10:22 AM,atgrwth,1840,6.567,9.5,27.7,458,0.02065,151.1,142.9,Ciras-1
1015,1998,355,6,Camb,Namb,16,Achillea millefolium,forb,2,7/30/1998,10:26 AM,other,1795,6.13,17.3,26.5,474.3,0.03642,151.1,261,Ciras-1
1016,1998,355,6,Camb,Namb,16,Andropogon gerardi,C4,2,7/30/1998,10:21 AM,atgrwth,1217,0.361,-0.1,27.7,14.9,-0.0088,352.1,-4.6,Ciras-1
1017,1998,355,6,Camb,Namb,16,Andropogon gerardi,C4,2,7/30/1998,10:25 AM,other,1268,0.301,1.6,27.5,12.6,0.12434,352.1,55.4,Ciras-1
1018,1998,355,6,Camb,Namb,16,Bromus inermis,C3,2,7/30/1998,9:59 AM,atgrwth,1059,2.366,7.4,28.5,114.3,0.06443,154.5,113.7,Ciras-1
1019,1998,355,6,Camb,Namb,16,Bromus inermis,C3,2,7/30/1998,10:15 AM,other,1239,1.86,9.9,26.5,108.7,0.0913,154.5,153.3,Ciras-1
1020,1998,355,6,Camb,Namb,16,Lupinus perennis,legume,2,7/30/1998,10:14 AM,atgrwth,1810,6.796,13.7,27.4,431.1,0.03187,162.5,223.2,Ciras-1
1021,1998,355,6,Camb,Namb,16,Lupinus perennis,legume,2,7/30/1998,10:18 AM,other,1935,6.208,20.4,25.8,472.1,0.0433,162.5,332.2,Ciras-1
1022,1998,358,6,Camb,Namb,16,Achillea millefolium,forb,4,7/31/1998,2:49 PM,atgrwth,2503,2.715,8.9,26.8,124.1,0.07148,95.2,84.4,Ciras-1
1023,1998,358,6,Camb,Namb,16,Achillea millefolium,forb,4,7/31/1998,2:53 PM,other,2181,2.58,15,28.7,99.4,0.15068,95.2,142.6,Ciras-1
1024,1998,358,6,Camb,Namb,16,Andropogon gerardi,C4,4,7/31/1998,2:37 PM,atgrwth,1561,1.544,3.2,28.7,54.7,0.05815,186.2,59.2,Ciras-1
1025,1998,358,6,Camb,Namb,16,Andropogon gerardi,C4,4,7/31/1998,2:40 PM,other,1532,1.466,6.6,28.9,50.7,0.13101,186.2,123.8,Ciras-1
1026,1998,358,6,Camb,Namb,16,Bromus inermis,C3,4,7/31/1998,3:03 PM,atgrwth,1719,1.433,4.5,31.5,43.3,0.10337,183.1,81.9,Ciras-1
1027,1998,358,6,Camb,Namb,16,Bromus inermis,C3,4,7/31/1998,3:07 PM,other,1675,1.549,6.9,31.4,48.3,0.14254,183.1,126.1,Ciras-1
1028,1998,358,6,Camb,Namb,16,Lupinus perennis,legume,4,7/31/1998,2:38 PM,atgrwth,2525,6.806,13.7,25.2,502.5,0.02719,115.1,157.3,Ciras-1
1029,1998,358,6,Camb,Namb,16,Lupinus perennis,legume,4,7/31/1998,2:41 PM,other,2441,6.885,22.2,25.1,509.9,0.04349,115.1,255.3,Ciras-1
1030,1998,362,6,Camb,Nenrich,1,Sorghastrum nutans,C4,1,7/1/1998,11:48 AM,atgrwth,1081,2.67,20.8,26.5,201.7,0.10335,146.6,305.6,Ciras-1
1031,1998,362,6,Camb,Nenrich,1,Sorghastrum nutans,C4,1,7/1/1998,11:53 AM,other,1020,2.71,23.9,26.5,213.9,0.11187,146.6,350.7,Ciras-1
1032,1998,362,6,Camb,Nenrich,1,Sorghastrum nutans,C4,2,7/4/1998,4:10 PM,atgrwth,1275,2.795,19.1,27.1,148.7,0.12872,201.7,386,Ciras-1
1033,1998,362,6,Camb,Nenrich,1,Sorghastrum nutans,C4,2,7/4/1998,4:12 PM,other,1315,3.136,20.9,27.2,170.3,0.12263,201.7,421.2,Ciras-1
1034,1998,362,6,Camb,Nenrich,1,Sorghastrum nutans,C4,3,7/9/1998,3:04 PM,atgrwth,1781,1.955,2.6,24.3,204.4,0.01253,258.3,66.2,Ciras-1
1035,1998,362,6,Camb,Nenrich,1,Sorghastrum nutans,C4,3,7/9/1998,3:06 PM,other,1752,1.264,7,24.5,114.2,0.06128,258.3,180.8,Ciras-1
1036,1998,362,6,Camb,Nenrich,1,Sorghastrum nutans,C4,4,7/16/1998,10:15 AM,atgrwth,2067,3.089,23.2,27.8,142.4,0.16268,225.5,522.1,Ciras-1
1037,1998,362,6,Camb,Nenrich,1,Sorghastrum nutans,C4,4,7/16/1998,10:17 AM,other,2099,2.516,25.1,26.1,134.5,0.18634,225.5,565.1,Ciras-1
1038,1998,366,6,Camb,Nenrich,1,Achillea millefolium,forb,1,7/1/1998,12:04 PM,atgrwth,1195,2.407,7.4,27.6,185,0.04011,123.6,91.8,Ciras-1
1039,1998,366,6,Camb,Nenrich,1,Achillea millefolium,forb,1,7/1/1998,12:06 PM,other,1190,1.933,10.9,27.6,130.5,0.08365,123.6,135,Ciras-1
1040,1998,366,6,Camb,Nenrich,1,Achillea millefolium,forb,2,7/4/1998,4:02 PM,atgrwth,1900,4.009,6.2,26,284.8,0.02189,115.2,71.8,Ciras-1
1041,1998,366,6,Camb,Nenrich,1,Achillea millefolium,forb,2,7/4/1998,4:06 PM,other,2034,1.778,9.3,25.9,106.9,0.08672,115.2,106.8,Ciras-1
1042,1998,366,6,Camb,Nenrich,1,Achillea millefolium,forb,3,7/9/1998,3:10 PM,atgrwth,1785,2.304,4.4,25.4,198.7,0.02203,114,49.9,Ciras-1
1043,1998,366,6,Camb,Nenrich,1,Achillea millefolium,forb,3,7/9/1998,3:13 PM,other,1803,1.861,9.5,25.1,142.7,0.06631,114,107.9,Ciras-1
1044,1998,366,6,Camb,Nenrich,1,Achillea millefolium,forb,4,7/16/1998,10:07 AM,atgrwth,1851,4.346,8.3,25.2,321.4,0.02578,125.9,104.3,Ciras-1
1045,1998,366,6,Camb,Nenrich,1,Achillea millefolium,forb,4,7/16/1998,10:10 AM,other,1880,4.905,11.7,27.2,302.4,0.03853,125.9,146.6,Ciras-1
1046,1999,3,1,Cenrich,Nenrich,4,Lupinus perennis,legume,1,6/12/1999,10:00 AM,atgrwth,1500,4.659,29.3,24.7,403.8,0.07254,197.2,577.6,Ciras-1
1047,1999,3,1,Cenrich,Nenrich,4,Lupinus perennis,legume,2,6/17/1999,10:38 AM,atgrwth,1495,2.091,16.7,24.1,124.3,0.13463,144.6,242,Ciras-1
1048,1999,3,1,Cenrich,Nenrich,4,Lupinus perennis,legume,3,6/22/1999,1:05 PM,atgrwth,1140,1.033,11.3,23.7,88.1,0.12785,173.1,194.9,Ciras-1
1049,1999,3,1,Cenrich,Nenrich,4,Lupinus perennis,legume,4,6/24/1999,12:23 PM,atgrwth,1700,1.877,10.9,25.9,93.3,0.1168,209.5,228.3,Ciras-1
1050,1999,6,1,Cenrich,Namb,4,Andropogon gerardi,C4,1,6/14/1999,11:02 AM,atgrwth,1631,2.311,7.4,28.9,72.7,0.10239,147.7,109.9,Ciras-1
1051,1999,6,1,Cenrich,Namb,4,Andropogon gerardi,C4,2,6/24/1999,12:19 PM,atgrwth,1623,2.994,15.1,28.3,156,0.09667,183.6,276.9,Ciras-1
1052,1999,6,1,Cenrich,Namb,4,Andropogon gerardi,C4,3,6/25/1999,10:20 AM,atgrwth,1240,1.166,9.7,25.6,83.3,0.11604,170.1,164.3,Ciras-1
1053,1999,8,1,Cenrich,Nenrich,1,Schizachyrium scoparium,C4,1,7/11/1999,10:46 AM,atgrwth,1572,1.61,11,27.1,78.5,0.14059,204.5,225.6,Ciras-1
1054,1999,8,1,Cenrich,Nenrich,1,Schizachyrium scoparium,C4,2,7/14/1999,2:23 PM,atgrwth,1502,3.591,21.6,29,224.6,0.09624,160.4,346.6,Ciras-1
1055,1999,8,1,Cenrich,Nenrich,1,Schizachyrium scoparium,C4,3,7/21/1999,10:06 AM,atgrwth,1572,2.321,17.5,26.8,142.9,0.12222,158.1,276.2,Ciras-1
1056,1999,8,1,Cenrich,Nenrich,1,Schizachyrium scoparium,C4,4,7/23/1999,2:10 PM,atgrwth,1645,8.55,22.8,29.1,768.5,0.02963,143.9,327.6,Ciras-1
1057,1999,9,1,Cenrich,Namb,4,Bromus inermis,C3,1,6/14/1999,11:07 AM,atgrwth,1447,1.096,5.9,27.9,35.3,0.16574,175.2,102.6,Ciras-1
1058,1999,9,1,Cenrich,Namb,4,Bromus inermis,C3,2,6/21/1999,1:49 PM,atgrwth,1623,0.817,4.8,23.6,53.3,0.08992,167.7,80.4,Ciras-1
1059,1999,9,1,Cenrich,Namb,4,Bromus inermis,C3,3,6/25/1999,10:23 AM,atgrwth,1033,1.217,10.1,24.7,83.3,0.12089,135.9,136.8,Ciras-1
1060,1999,9,1,Cenrich,Namb,4,Bromus inermis,C3,4,6/29/1999,10:28 AM,atgrwth,1840,2.22,10.5,24.5,114.8,0.09107,186.7,195.1,Ciras-1
1061,1999,11,1,Cenrich,Nenrich,9,Achillea millefolium,forb,1,7/4/1999,9:27 AM,atgrwth,1308,0.986,17.1,27.4,127.1,0.13473,99.6,170.5,Ciras-1
1062,1999,11,1,Cenrich,Nenrich,9,Achillea millefolium,forb,2,7/6/1999,2:59 PM,atgrwth,1568,1.858,11.4,28.3,97.3,0.11748,111.4,127.3,Ciras-1
1063,1999,11,1,Cenrich,Nenrich,9,Achillea millefolium,forb,3,7/7/1999,1:45 PM,atgrwth,1994,4.628,21.9,24.8,299,0.07325,93.1,204,Ciras-1
1064,1999,11,1,Cenrich,Nenrich,9,Achillea millefolium,forb,4,7/7/1999,1:38 PM,atgrwth,2155,2.234,12,25.8,121.7,0.09872,119.6,143.7,Ciras-1
1065,1999,12,1,Cenrich,Nenrich,9,Achillea millefolium,forb,1,7/4/1999,9:33 AM,atgrwth,1250,1.651,20.8,27.7,249.1,0.08345,80.1,166.6,Ciras-1
1066,1999,12,1,Cenrich,Nenrich,9,Achillea millefolium,forb,2,7/6/1999,3:05 PM,atgrwth,1642,2.374,13.4,28.4,130.1,0.10311,88.9,119.3,Ciras-1
1067,1999,12,1,Cenrich,Nenrich,9,Achillea millefolium,forb,3,7/7/1999,1:54 PM,atgrwth,2137,4.504,20.5,25.3,263.9,0.07775,89.5,183.7,Ciras-1
1068,1999,12,1,Cenrich,Nenrich,9,Achillea millefolium,forb,4,7/7/1999,1:57 PM,atgrwth,2019,0.79,3.9,25.7,41.5,0.09438,87.8,34.4,Ciras-1
1069,1999,16,1,Cenrich,Namb,9,Achillea millefolium,forb,1,7/4/1999,9:38 AM,atgrwth,1392,1.143,20.9,27.6,147.6,0.14133,101.4,211.6,Ciras-1
1070,1999,16,1,Cenrich,Namb,9,Achillea millefolium,forb,2,7/6/1999,3:09 PM,atgrwth,1598,2.73,16.7,29,141.6,0.11802,105.3,175.9,Ciras-1
1071,1999,16,1,Cenrich,Namb,9,Achillea millefolium,forb,3,7/7/1999,2:06 PM,atgrwth,1975,2.075,9.5,24.5,130.8,0.0728,84.7,80.7,Ciras-1
1072,1999,16,1,Cenrich,Namb,9,Achillea millefolium,forb,4,7/7/1999,2:14 PM,atgrwth,1990,3.191,9.1,25.9,171.3,0.053,76.7,69.6,Ciras-1
1073,1999,16,1,Cenrich,Namb,9,Agropyron repens,C3,1,7/31/1999,12:19 PM,atgrwth,1609,2.203,10.5,26.6,125,0.08412,165.6,174.2,Ciras-1
1074,1999,16,1,Cenrich,Namb,9,Agropyron repens,C3,2,7/31/1999,12:23 PM,atgrwth,1510,2.921,11.5,26.9,159,0.07224,161.9,186,Ciras-1
1075,1999,16,1,Cenrich,Namb,9,Agropyron repens,C3,3,8/1/1999,12:57 PM,atgrwth,1660,3.596,14.8,25.8,194.4,0.07591,114.9,169.6,Ciras-1
1076,1999,16,1,Cenrich,Namb,9,Agropyron repens,C3,4,8/1/1999,12:58 PM,atgrwth,2052,1.162,5,27,48.7,0.102,192.1,95.4,Ciras-1
1077,1999,17,1,Cenrich,Namb,9,Agropyron repens,C3,1,7/31/1999,12:31 PM,atgrwth,1528,2.243,7.8,28.9,91.2,0.08594,164.9,129.3,Ciras-1
1078,1999,17,1,Cenrich,Namb,9,Agropyron repens,C3,2,7/31/1999,12:34 PM,atgrwth,1704,2.903,5.4,29.7,111.9,0.04807,165.6,89.1,Ciras-1
1079,1999,17,1,Cenrich,Namb,9,Agropyron repens,C3,3,8/1/1999,1:05 PM,atgrwth,1399,2.49,13,25.9,132.1,0.09871,170.5,222.3,Ciras-1
1080,1999,17,1,Cenrich,Namb,9,Agropyron repens,C3,4,8/1/1999,1:04 PM,atgrwth,1228,4.075,6,26.9,185.9,0.03223,194.1,116.3,Ciras-1
1081,1999,17,1,Cenrich,Namb,9,Koleria cristata,C3,1,8/2/1999,11:04 AM,atgrwth,1612,1.877,6.4,27.9,76.6,0.08315,104.4,66.5,Ciras-1
1082,1999,17,1,Cenrich,Namb,9,Koleria cristata,C3,2,8/2/1999,11:09 AM,atgrwth,1642,3.532,8.7,27.5,164.3,0.05314,102.9,89.8,Ciras-1
1083,1999,17,1,Cenrich,Namb,9,Koleria cristata,C3,3,8/2/1999,11:17 AM,atgrwth,1609,2.669,5.9,27.7,114.1,0.05137,120.9,70.9,Ciras-1
1084,1999,18,1,Cenrich,Nenrich,1,Amorpha canescens,legume,1,7/9/1999,9:20 AM,atgrwth,1433,1.601,5.1,30.1,61.6,0.08211,169.8,85.8,Ciras-1
1085,1999,18,1,Cenrich,Nenrich,1,Amorpha canescens,legume,2,7/12/1999,11:57 AM,atgrwth,1524,1.375,10.2,28,58.5,0.17414,127.4,129.7,Ciras-1
1086,1999,18,1,Cenrich,Nenrich,1,Amorpha canescens,legume,3,7/19/1999,10:19 AM,atgrwth,1289,1.538,15.1,26.5,117.5,0.12839,149,224.8,Ciras-1
1087,1999,18,1,Cenrich,Nenrich,1,Amorpha canescens,legume,4,7/22/1999,2:00 PM,atgrwth,1447,2.638,15.2,28.7,234.1,0.06493,142.8,217.1,Ciras-1
1088,1999,20,1,Cenrich,Nenrich,4,Achillea millefolium,forb,1,6/13/1999,1:29 PM,atgrwth,1000,2.957,18.1,27.8,149.9,0.12092,132.9,240.9,Ciras-1
1089,1999,20,1,Cenrich,Nenrich,4,Achillea millefolium,forb,2,6/17/1999,3:11 PM,atgrwth,1521,2.81,16.9,26.4,190.2,0.08905,101.4,171.6,Ciras-1
1090,1999,20,1,Cenrich,Nenrich,4,Achillea millefolium,forb,3,6/21/1999,1:52 PM,atgrwth,1418,2.714,18.5,28.7,207.7,0.08923,109.2,202.4,Ciras-1
1091,1999,20,1,Cenrich,Nenrich,4,Achillea millefolium,forb,4,6/29/1999,10:27 AM,atgrwth,1675,2.703,15.8,25.7,219.1,0.07228,89.3,141.4,Ciras-1
1092,1999,22,1,Cenrich,Nenrich,1,Bromus inermis,C3,1,7/9/1999,9:51 AM,atgrwth,1660,2.605,15.6,27.4,157.2,0.09927,159.9,249.6,Ciras-1
1093,1999,22,1,Cenrich,Nenrich,1,Bromus inermis,C3,2,7/12/1999,12:08 PM,atgrwth,1621,2.209,11.5,27.6,112.7,0.10237,152.8,176.3,Ciras-1
1094,1999,22,1,Cenrich,Nenrich,1,Bromus inermis,C3,3,7/19/1999,10:25 AM,atgrwth,1484,1.559,6.6,27.1,97.5,0.0678,165.4,109.3,Ciras-1
1095,1999,22,1,Cenrich,Nenrich,1,Bromus inermis,C3,4,7/22/1999,2:18 PM,atgrwth,1510,2.861,12,30.2,175.6,0.06856,152.4,183.4,Ciras-1
1096,1999,24,1,Cenrich,Namb,1,Agropyron repens,C3,1,7/9/1999,9:41 AM,atgrwth,1315,2.776,10.7,29.5,110.9,0.09624,202.3,215.8,Ciras-1
1097,1999,24,1,Cenrich,Namb,1,Agropyron repens,C3,2,7/12/1999,12:14 PM,atgrwth,1568,2.328,14.4,27.9,108.8,0.13219,171.8,247.2,Ciras-1
1098,1999,24,1,Cenrich,Namb,1,Agropyron repens,C3,3,7/19/1999,10:29 AM,atgrwth,1370,2.797,9.6,26.1,203.5,0.04717,163.4,156.8,Ciras-1
1099,1999,24,1,Cenrich,Namb,1,Agropyron repens,C3,4,7/22/1999,2:25 PM,atgrwth,1576,3.502,12.4,30.5,190.4,0.06535,153.7,191.2,Ciras-1
1100,1999,26,1,Cenrich,Namb,9,Achillea millefolium,forb,1,7/4/1999,9:43 AM,atgrwth,1260,1.103,14,27.7,162.4,0.08629,139.9,196,Ciras-1
1101,1999,26,1,Cenrich,Namb,9,Achillea millefolium,forb,2,7/6/1999,3:22 PM,atgrwth,1657,2.119,14.4,28.9,149.8,0.09627,122.1,176.1,Ciras-1
1102,1999,26,1,Cenrich,Namb,9,Achillea millefolium,forb,3,7/7/1999,2:20 PM,atgrwth,1851,2.726,22.7,25.7,178.8,0.12718,94.7,215.2,Ciras-1
1103,1999,26,1,Cenrich,Namb,9,Achillea millefolium,forb,4,7/7/1999,2:25 PM,atgrwth,1935,2.698,9.4,25.3,172.1,0.05484,88.5,83.5,Ciras-1
1104,1999,26,1,Cenrich,Namb,9,Agropyron repens,C3,1,7/31/1999,12:38 PM,atgrwth,1609,2.953,15.2,29.2,131,0.11569,220.6,334.4,Ciras-1
1105,1999,26,1,Cenrich,Namb,9,Agropyron repens,C3,2,7/31/1999,12:44 PM,atgrwth,1576,3.294,14.5,28.7,141,0.10288,169.1,245.3,Ciras-1
1106,1999,26,1,Cenrich,Namb,9,Agropyron repens,C3,3,8/1/1999,1:15 PM,atgrwth,1578,3.217,17.7,27.5,151.8,0.11682,151.7,269,Ciras-1
1107,1999,26,1,Cenrich,Namb,9,Agropyron repens,C3,4,8/1/1999,1:11 PM,atgrwth,2283,2.021,8.6,27.5,84.9,0.10176,163.3,141.1,Ciras-1
1108,1999,26,1,Cenrich,Namb,9,Koleria cristata,C3,1,8/2/1999,11:25 AM,atgrwth,1532,4.181,9.5,27.9,196.3,0.04851,104.1,99.1,Ciras-1
1109,1999,26,1,Cenrich,Namb,9,Koleria cristata,C3,2,8/2/1999,11:35 AM,atgrwth,1599,2.461,6.2,26.9,112.4,0.05533,106.7,66.3,Ciras-1
1110,1999,26,1,Cenrich,Namb,9,Koleria cristata,C3,3,8/2/1999,11:40 AM,atgrwth,1587,3.572,6.9,26.9,167.2,0.04125,112.6,77.7,Ciras-1
1111,1999,27,1,Cenrich,Namb,4,Achillea millefolium,forb,1,6/13/1999,1:40 PM,atgrwth,824,2.059,19.4,25.2,151.2,0.12801,105.5,204.2,Ciras-1
1112,1999,27,1,Cenrich,Namb,4,Achillea millefolium,forb,2,6/17/1999,3:16 PM,atgrwth,1414,3.187,20,26.1,216.2,0.09256,91.4,183,Ciras-1
1113,1999,27,1,Cenrich,Namb,4,Achillea millefolium,forb,3,6/21/1999,1:59 PM,atgrwth,1447,3.271,18,29,213.3,0.08416,109.7,197,Ciras-1
1114,1999,27,1,Cenrich,Namb,4,Achillea millefolium,forb,4,6/29/1999,10:31 AM,atgrwth,1546,2.83,19.1,25.4,238.4,0.08023,112.4,215,Ciras-1
1115,1999,34,1,Cenrich,Nenrich,9,Achillea millefolium,forb,1,7/4/1999,9:48 AM,atgrwth,1411,0.789,17.9,28.3,80.7,0.22126,104.8,187.2,Ciras-1
1116,1999,34,1,Cenrich,Nenrich,9,Achillea millefolium,forb,2,7/6/1999,3:33 PM,atgrwth,1600,1.391,10.7,28.8,67.2,0.15887,150,160,Ciras-1
1117,1999,34,1,Cenrich,Nenrich,9,Achillea millefolium,forb,3,7/7/1999,2:36 PM,atgrwth,1975,2.233,14.2,26.4,125.7,0.11314,87,123.8,Ciras-1
1118,1999,34,1,Cenrich,Nenrich,9,Achillea millefolium,forb,4,7/7/1999,2:43 PM,atgrwth,1818,1.119,8,25.6,63.4,0.12635,125.8,100.8,Ciras-1
1119,1999,36,1,Cenrich,Nenrich,1,Agropyron repens,C3,1,7/9/1999,9:59 AM,atgrwth,1458,3.06,9.9,26.6,171.8,0.0574,226.1,222.9,Ciras-1
1120,1999,36,1,Cenrich,Nenrich,1,Agropyron repens,C3,2,7/12/1999,12:19 PM,atgrwth,1653,2.183,8.7,29.4,95.2,0.09085,175.8,152.1,Ciras-1
1121,1999,36,1,Cenrich,Nenrich,1,Agropyron repens,C3,3,7/19/1999,10:34 AM,atgrwth,1572,2.307,12.4,26.7,171.1,0.07265,215.1,267.3,Ciras-1
1122,1999,36,1,Cenrich,Nenrich,1,Agropyron repens,C3,4,7/22/1999,2:06 PM,atgrwth,1594,2.435,8.2,30,130.4,0.0628,208.9,171,Ciras-1
1123,1999,37,1,Cenrich,Nenrich,1,Petalostemum villosum,legume,1,7/9/1999,9:35 AM,atgrwth,1444,4.763,14,28.6,259.7,0.054,217.2,304.5,Ciras-1
1124,1999,37,1,Cenrich,Nenrich,1,Petalostemum villosum,legume,2,7/12/1999,12:29 PM,atgrwth,1653,5.418,27.8,27.7,345.2,0.08046,102.8,285.5,Ciras-1
1125,1999,37,1,Cenrich,Nenrich,1,Petalostemum villosum,legume,3,7/19/1999,10:40 AM,atgrwth,1319,3.822,14.8,26,330.7,0.04483,91.5,135.6,Ciras-1
1126,1999,37,1,Cenrich,Nenrich,1,Petalostemum villosum,legume,4,7/22/1999,2:12 PM,atgrwth,1576,6.124,21.9,29.4,447.4,0.04894,117.1,256.5,Ciras-1
1127,1999,39,1,Cenrich,Namb,1,Bromus inermis,C3,1,7/9/1999,10:08 AM,atgrwth,1403,1.845,8.2,26.8,102.5,0.07983,163.1,133.5,Ciras-1
1128,1999,39,1,Cenrich,Namb,1,Bromus inermis,C3,2,7/12/1999,12:35 PM,atgrwth,1715,2.324,10.3,28.1,121.8,0.08495,142.4,147.3,Ciras-1
1129,1999,39,1,Cenrich,Namb,1,Bromus inermis,C3,3,7/19/1999,10:45 AM,atgrwth,1524,3.389,15.2,27.3,244.4,0.062,167.6,254,Ciras-1
1130,1999,39,1,Cenrich,Namb,1,Bromus inermis,C3,4,7/22/1999,2:30 PM,atgrwth,1550,2.167,5.4,30.5,119,0.04497,150.7,80.7,Ciras-1
1131,1999,41,1,Cenrich,Nenrich,4,Bromus inermis,C3,1,6/14/1999,11:49 AM,atgrwth,1176,0.382,2,23.3,16.9,0.11558,156.6,30.6,Ciras-1
1132,1999,41,1,Cenrich,Nenrich,4,Bromus inermis,C3,2,6/21/1999,2:09 PM,atgrwth,1836,2.03,10.3,23.4,175.8,0.0583,164.7,168.9,Ciras-1
1133,1999,41,1,Cenrich,Nenrich,4,Bromus inermis,C3,3,6/25/1999,10:45 AM,atgrwth,1385,4.667,16.6,25.2,346.2,0.04791,152.4,252.8,Ciras-1
1134,1999,41,1,Cenrich,Nenrich,4,Bromus inermis,C3,4,6/29/1999,11:05 AM,atgrwth,1697,3.142,10.8,24.9,166.1,0.06485,156.1,168.2,Ciras-1
1135,1999,42,1,Cenrich,Namb,1,Solidago rigida,forb,1,7/9/1999,10:08 AM,atgrwth,1942,1.305,11.3,25.6,74.8,0.15127,95.8,108.4,Ciras-1
1136,1999,42,1,Cenrich,Namb,1,Solidago rigida,forb,2,7/12/1999,12:31 PM,atgrwth,1777,2.044,7.6,26,114.9,0.06607,112.6,85.5,Ciras-1
1137,1999,42,1,Cenrich,Namb,1,Solidago rigida,forb,3,7/19/1999,11:03 AM,atgrwth,1568,0.719,9.3,28,75.9,0.12301,113.4,105.8,Ciras-1
1138,1999,42,1,Cenrich,Namb,1,Solidago rigida,forb,4,7/22/1999,2:48 PM,atgrwth,1550,1.445,9.6,31.1,122.5,0.07815,73.2,70.1,Ciras-1
1139,1999,46,1,Cenrich,Namb,1,Anemone cylindrica,forb,1,7/11/1999,10:57 AM,atgrwth,1612,3.061,9.6,26.6,226,0.04257,154.4,148.5,Ciras-1
1140,1999,46,1,Cenrich,Namb,1,Anemone cylindrica,forb,2,7/14/1999,2:29 PM,atgrwth,1513,2.743,10.5,29,216.7,0.04829,136.8,143.2,Ciras-1
1141,1999,46,1,Cenrich,Namb,1,Anemone cylindrica,forb,3,7/21/1999,10:07 AM,atgrwth,1818,4.197,17.1,27,394.6,0.0434,122.8,210.2,Ciras-1
1142,1999,46,1,Cenrich,Namb,1,Anemone cylindrica,forb,4,7/23/1999,2:19 PM,atgrwth,1565,1.753,3,30.7,88.4,0.03359,149.7,44.5,Ciras-1
1143,1999,47,1,Cenrich,Nenrich,1,Koleria cristata,C3,1,7/11/1999,11:02 AM,atgrwth,1579,4.915,13,26.9,262.7,0.04948,95.1,123.7,Ciras-1
1144,1999,47,1,Cenrich,Nenrich,1,Koleria cristata,C3,2,7/14/1999,2:35 PM,atgrwth,1323,4.957,18.6,27.6,403.4,0.04617,77.5,144.3,Ciras-1
1145,1999,47,1,Cenrich,Nenrich,1,Koleria cristata,C3,3,7/21/1999,10:13 AM,atgrwth,1565,2.096,10.7,27.3,117.1,0.0911,80.8,86.2,Ciras-1
1146,1999,47,1,Cenrich,Nenrich,1,Koleria cristata,C3,4,7/23/1999,2:35 PM,atgrwth,1282,5.061,10.4,29.4,382.5,0.02731,78.7,82.2,Ciras-1
1147,1999,49,1,Cenrich,Nenrich,1,Achillea millefolium,forb,1,7/11/1999,11:06 AM,atgrwth,1572,4.609,26,26.7,583.1,0.04454,113,293.4,Ciras-1
1148,1999,49,1,Cenrich,Nenrich,1,Achillea millefolium,forb,2,7/14/1999,2:45 PM,atgrwth,1337,1.972,15.4,28.5,153.5,0.10058,82.5,127.3,Ciras-1
1149,1999,49,1,Cenrich,Nenrich,1,Achillea millefolium,forb,3,7/21/1999,10:18 AM,atgrwth,1524,2.8,21.9,26.9,303.8,0.07218,97.5,213.8,Ciras-1
1150,1999,49,1,Cenrich,Nenrich,1,Achillea millefolium,forb,4,7/23/1999,2:53 PM,atgrwth,1414,1.001,9.8,31.1,56.6,0.17325,103.9,101.9,Ciras-1
1151,1999,51,1,Cenrich,Namb,16,Achillea millefolium,forb,1,6/13/1999,1:49 PM,atgrwth,1169,3.282,22.1,25.4,280.5,0.07893,122.1,270.4,Ciras-1
1152,1999,51,1,Cenrich,Namb,16,Achillea millefolium,forb,2,6/17/1999,3:23 PM,atgrwth,1326,2.222,9.5,26.4,118.1,0.08064,136.9,130.3,Ciras-1
1153,1999,51,1,Cenrich,Namb,16,Achillea millefolium,forb,3,6/21/1999,2:08 PM,atgrwth,1348,2.356,14.4,27.9,155.4,0.09243,119,170.9,Ciras-1
1154,1999,51,1,Cenrich,Namb,16,Achillea millefolium,forb,4,6/29/1999,10:50 AM,atgrwth,1572,3.017,16.2,26,230.8,0.07025,123.5,200.2,Ciras-1
1155,1999,51,1,Cenrich,Namb,16,Andropogon gerardi,C4,1,6/14/1999,11:13 AM,atgrwth,1433,2.197,10.9,26.5,80.9,0.1342,220.3,239.3,Ciras-1
1156,1999,51,1,Cenrich,Namb,16,Andropogon gerardi,C4,2,6/24/1999,12:24 PM,atgrwth,1547,2.266,10.4,29.1,92.9,0.11217,269.3,280.7,Ciras-1
1157,1999,51,1,Cenrich,Namb,16,Andropogon gerardi,C4,3,6/25/1999,10:28 AM,atgrwth,1205,0.955,8.6,25.6,70.2,0.12292,322.2,278.1,Ciras-1
1158,1999,51,1,Cenrich,Namb,16,Bromus inermis,C3,1,6/14/1999,11:46 AM,atgrwth,1671,0.987,3.3,27.8,32.7,0.10026,201.3,66.1,Ciras-1
